"date","month","title","cleaned_text","publisher","topic"
2024-04-01,"Apr 2024","House Republicans' Chance to Help Ukraine; The country's valiant people suffer and its troops die needlessly because of our abject failure.","house republican chance help ukraine country's valiant people suffer troop die needlessly abject failure","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","How a Game of Good Cop-Bad Cop Sealed the E.U. Ukraine Fund Deal","game good cop-bad cop seal e.u ukraine fund deal","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","How Citigroup Kept Running in Ukraine --- The only U.S. bank around navigates a sometimes treacherous landscape","citigroup keep run ukraine u.s bank around navigate sometimes treacherous landscape","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","How Congress Could Bypass Republican Opposition to Funding Ukraine","congress bypass republican opposition fund ukraine","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","How Cuba Fuels the Campus Protests; Some of the 'outside agitators' against Israel are Havana's fellow travelers.","cuba fuel campus protest outside agitator israel havana's fellow traveler","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","How Hungary Undermined Europe’s Bid to Aid Ukraine","hungary undermine europe’s bid aid ukraine","The New York Times","Ukraine Conflict"
2024-06-01,"Jun 2024","How Israel Avoided Biden's Red Line; The original plan for a two-division sweep through Rafah was retooled to address U.S. concerns","israel avoid biden's red line original plan two-division sweep rafah retool address u.s concern","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","How Israel Pulled Off a High-Risk Hostage Rescue; Noon raid sparks joy in Israel, fury in Gaza; 'We have the diamonds in our hands'","israel pull high-risk hostage rescue noon raid spark joy israel fury gaza diamond hand","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","How Mike Johnson Got to ‘Yes’ on Aid to Ukraine","mike johnson get yes aid ukraine","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","How Much Is Biden’s Support of Israel Hurting Him With Young Voters?","much biden’s support israel hurt young voter","The New York Times","Israel Conflict"
2024-05-01,"May 2024","How Netanyahu Pushed Biden to the Edge of His 'Red Line'; President says U.S. will withhold more weapons if Israel mounts a major ground operation in Rafah","netanyahu push biden edge red line president say u.s will withhold weapon israel mount major grind operation rafah","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","How One Startup Exec Took Charge While His CEO Fought in the Israel-Hamas War; Israeli co-founders of New York-based real-estate tech startup Venn split duties in wartime","one startup exec take charge ceo fight israel-hamas war israeli co-founder new york-based real-estate tech startup venn split duty wartime","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","How Republicans Echo Antisemitic Tropes Despite Declaring Support for Israel","republican echo antisemitic trope despite declare support israel","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","How the U.S. Forged a Fragile Middle Eastern Alliance to Repel Iran's Israel Attack; American-led effort was years in the making and hadn't been battle-tested when Tehran launched missile and drone barrage against Israel","u.s forge fragile middle eastern alliance repel iran's israel attack american-led effort year make battle-tested tehran launch missile drone barrage israel","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","How the War With Hamas Has Damaged Israel’s Tech Firms and Economy","war hamas damage israel’s tech firm economy","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","How Three Babies Were Left Behind at an Evacuated Gaza Hospital; 'We couldn't help them'; Israel and medical team at odds over who's to blame","three baby leave behind evacuate gaza hospital help israel medical team odd blame","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","How to Be Pro-Palestinian, Pro-Israeli and Pro-Iranian","pro-palestinian pro-israeli pro-iranian","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","How to Make Russia Pay for Ukraine","make russia pay ukraine","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","How Trump Turned Conservatives Against Helping Ukraine; GOP's transformation is on full display at CPAC gathering: 'The war is the fault of the U.S.'","trump turn conservative help ukraine gop's transformation full display cpac gather war fault u.s","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","How UNRWA Donor Countries Have Responded to Israel’s Accusations","unrwa donor country respond israel’s accusation","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Hundreds of Palestinians Evacuate Gaza's Largest Hospital as Israel Tightens Control; Patients, some in wheelchairs, and medical staff of Al-Shifa Hospital begin journey to the enclave's south","hundred palestinian evacuate gaza's large hospital israel tighten control patient wheelchair medical staff al-shifa hospital begin journey enclave's south","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Hunger, Desperation and Fear Turned Gaza Aid Convoy Deadly; Israel's military had avoided overseeing humanitarian deliveries until this week","hunger desperation fear turn gaza aid convoy deadly israel's military avoid oversee humanitarian delivery week","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","I Knew U.S. Military Aid Would Kill Civilians and Undermine Israeli Security. So I Quit.","know u.s military aid kill civilian undermine israeli security quit","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","In Central Europe, Czechs Go Hunting for Arms for Ukraine; As the U.S. dithers on aid, Prague is turning to Cold War contacts to supply the ammunition Kyiv needs most","central europe czech go hunt arm ukraine u.s dither aid prague turn cold war contact supply ammunition kyiv need","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","In Dueling Remarks, Biden and Netanyahu Spar Over Gaza's Future; Israel's prime minister says he won't allow the Palestinian Authority to take over Gaza","duel remark biden netanyahu spar gaza's future israel's prime minister say allow palestinian authority take gaza","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","In his State of the Union speech, Biden urges Israel to ‘do its part’ to increase aid to Gaza.","state union speech biden urge israel part increase aid gaza","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","In Israel, U.S. Aide Denies Talk of a Rift Over Gaza War","israel u.s aide deny talk rift gaza war","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","In Michigan Primary, Voters Vent Anger at Biden Over Gaza; President's support of Israel fuels effort to encourage 'uncommitted' Democratic votes","michigan primary voter vent anger biden gaza president's support israel fuel effort encourage uncommitted democratic vote","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","In Russia, All Policy Roads Lead to the War; Over the past year, the invasion of Ukraine is at the core of Russia's domestic, economic and foreign policy","russia policy road lead war past year invasion ukraine core russia's domestic economic foreign policy","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","In Six Months, Everything Has Changed for Israel; Nation that was building new alliances before Oct. 7 now appears as isolated as ever","six month everything change israel nation build new alliance oct now appear isolate ever","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","In Symbolic Vote, House Passes Bill to Force Biden to Reverse Israel Arms Pause","symbolic vote house pass bill force biden reverse israel arm pause","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Inside Israel's Daring Hostage Rescue --- Elite team stormed building as airstrikes rained down, killing about 70 Palestinians","inside israel's dare hostage rescue elite team storm build airstrike rain kill 70 palestinian","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Inside Israel's Daring Hostage Rescue in Gaza: 'Diamonds Are in Our Hands'; An elite team stormed into the second floor of a building as airstrikes rained down on the border city of Rafah","inside israel's dare hostage rescue gaza diamond hand elite team storm floor build airstrike rain border city rafah","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Inside Israel, It's a Very Different War; There are few images of Gaza casualties on Israeli TV, widening the gulf in perspective between Israel and the outside world","inside israel different war image gaza casualty israeli tv widen gulf perspective israel outside world","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Inside the Border Talks That Could Decide the Fate of Ukraine Aid","inside border talk decide fate ukraine aid","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Inside the Pro-Palestinian Prote sts Disrupting Columbia University; Protesters and counterprotesters navigate turbulent final weeks of school year as New York campus is riven by differing views on Israel-Hamas war","inside pro-palestinian prote st disrupt columbia university protester counterprotesters navigate turbulent final week school year new york campus rive differ view israel-hamas war","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Intel Moves Forward With $25 Billion Chip Plant Expansion in Israel","intel move forward 25 billion chip plant expansion israel","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Intelligence Officials Warn of Losses for Ukraine Without More U.S. Aid","intelligence official warn loss ukraine without u.s aid","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Invading Rafah Doesn’t Help Israel","invade rafah doesn’t help israel","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Invasion of Gaza Border City Looms as Biden Calls Israel's Offensive 'Over the Top'; Washington says it won't support expanded operations in Rafah, a refuge for more than a million displaced Palestinians","invasion gaza border city loom biden call israel's offensive top washington say support expand operation rafah refuge million displace palestinian","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Iran's Attack Has Deepened Israel's Divisions; Israelis' post-Oct. 7 unity has given way to sharp disagreements on how to respond to Iran and whether to negotiate with Hamas for the return of hostages.","iran's attack deepen israel's division israeli post-oct unity give way sharp disagreement respond iran whether negotiate hamas return hostage","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Iran's Attack on Israel: What Happened and Why; How Tehran's swarm of missiles and drones opened a new phase of conflict between longtime foes","iran's attack israel happen tehran's swarm missile drone open new phase conflict longtime foe","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Iran Braces for Retaliatory Israeli Attack; U.S. and European nations are pressing Israel to moderate any response to Iran's weekend assault, hoping to cool tensions","iran brace retaliatory israeli attack u.s european nation press israel moderate response iran's weekend assault hope cool tension","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Iran Hoped to Profit From Israel-Hamas War, but Big Gains Still Elude It; While Tehran has shown its allied militias pose a threat, backing Hamas has exacted a diplomatic and financial price","iran hope profit israel-hamas war big gain still elude tehran show ally militia pose threat back hamas exact diplomatic financial price","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Iran Is Facing Moment of Truth --- Attacks on U.S. base, Israel by militia allies raise the threat of retaliation","iran face moment truth attack u.s base israel militia ally raise threat retaliation","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Iran Launches Drone and Missile Attack at Israel; Explosions were heard in Jerusalem and the West Bank as Israel and the U.S. worked to intercept the incoming barrage","iran launch drone missile attack israel explosion hear jerusalem west bank israel u.s work intercept incoming barrage","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Iran Targeted With Sanctions, Export Controls After Attack on Israel; The U.S. has rolled out a new package of economic measures aimed at impeding the country's drone program","iran target sanction export control attack israel u.s roll new package economic measure aim impede country's drone program","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Is $60 Billion Enough to Save Ukraine?","60 billion enough save ukraine","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Is Religious Liberty 'Under Attack' in Ukraine? No, but the country faces a dilemma in how to deal with an Orthodox church controlled by Russia.","religious liberty attack ukraine country face dilemma deal orthodox church control russia","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Is the Republican Party Isolationist? It's Complicated; Some lawmakers have other reasons for opposing aid to Ukraine, and the Reaganite caucus has to make better arguments to win them over.","republican party isolationist complicate lawmaker reason oppose aid ukraine reaganite caucus make good argument win","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Israel's Economy Takes Hit From War, But Shows Signs of Resilience; Tourism and commerce bearing the brunt of the economic effect","israel's economy take hit war show sign resilience tourism commerce bear brunt economic effect","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Israel's Far Right Calls for Palestinians to Resettle Outside Gaza; Comments spark tensions with U.S., as Blinken calls them inflammatory and irresponsible","israel's far right call palestinian resettle outside gaza comment spark tension u.s blinken call inflammatory irresponsible","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Israel's Far Right Plots a 'New Gaza' Without Palestinians; Netanyahu says Israel has no plan to reoccupy Gaza, but must contend with ministers who support the push and could topple his government","israel's far right plot new gaza without palestinian netanyahu say israel plan reoccupy gaza must contend minister support push topple government","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel's Final Showdown With Hamas Puts Rafah on Edge; More than one million displaced Palestinians in the militant group's last stronghold have few viable options","israel's final showdown hamas put rafah edge one million displace palestinian militant group's last stronghold viable option","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel's Hostage Deal With Hamas Is a Hard-Fought Diplomatic Win but Brings New Risks; A pause in fighting could allow the militant group to regroup in southern Gaza","israel's hostage deal hamas hard-fought diplomatic win bring new risk pause fight allow militant group regroup southern gaza","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Israel's Military Draft Exempts Ultra-Orthodox Jews. The War in Gaza Is Testing That Pact. The Defense Ministry wants troops and reservists to serve longer, sparking demands to end a longstanding exemption for a slice of Israeli society","israel's military draft exempt ultra-orthodox jew war gaza test pact defense ministry want troop reservist serve long spark demand end longstanding exemption slice israeli society","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Israel's Netanyahu Rejects Hamas's Response to Cease-Fire Proposal; Blinken after meeting with Israeli leaders says the militants put forward some nonstarters, but says U.S. sees 'space' to pursue a truce","israel's netanyahu reject hamas's response cease-fire proposal blinken meet israeli leader say militant put forward nonstarters say u.s see space pursue truce","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel's Protest Movement Re-Emerges With Focus on Bringing Down Netanyahu; Frustration with prime minister's handling of war revives antigovernment demonstrations","israel's protest movement re-emerge focus bring netanyahu frustration prime minister's handle war revive antigovernment demonstration","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel's Rafah Offensive Strains 45 Years of Peace With Egypt; Cairo considers downgrading diplomatic ties and joining an international court case accusing Israel of genocide","israel's rafah offensive strain 45 year peace egypt cairo consider downgrade diplomatic tie join international court case accuse israel genocide","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Israel's Untold Gaza Progress; The Israel Defense Forces are winning against Hamas but need more time.","israel's untold gaza progress israel defense force win hamas need time","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel's War Leaders Don't Trust One Another; Long-simmering grudges and arguments over tactics have soured relations between Prime Minister Netanyahu, the defense minister and a former military chief","israel's war leader trust one another long-simmering grudge argument tactic sour relation prime minister netanyahu defense minister former military chief","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel-Gaza Debate Causes Chaos at Oakland School-Board Meeting; Resolution calling for cease-fire is latest example of Bay Area progressives pushing local governments to take stand on Middle East war","israel-gaza debate cause chaos oakland school-board meet resolution call cease-fire late example bay area progressive push local government take stand middle east war","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel-Hamas Cease-Fire Begins After 11th-Hour Talks Over Hostages; Qatar says pause in fighting will be followed by an exchange of hostages and prisoners","israel-hamas cease-fire begin 11th-hour talk hostage qatar say pause fight will follow exchange hostage prisoner","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel-Hamas Cease-Fire Hammered Out During 11th-Hour Talks Over Hostages; Qatar says pause in fighting will commence Friday, followed by an exchange of hostages and prisoners","israel-hamas cease-fire hammer 11th-hour talk hostage qatar say pause fight will commence friday follow exchange hostage prisoner","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel-Hamas Deal Talks Stall as Fighting Ramps Up; The White House says negotiations have stopped, but Arab diplomats keep looking for a compromise to release hostages and pause the war","israel-hamas deal talk stall fight ramp white house say negotiation stop arab diplomat keep look compromise release hostage pause war","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel-Hamas War Jeopardizes Prospects for Yemen Peace; Talks were heading toward success earlier this year, but Houthi attacks are threatening to upend the delicate negotiations","israel-hamas war jeopardize prospect yemen peace talk head toward success early year houthi attack threaten upend delicate negotiation","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel-Hamas War Puts Palestinians Back on Arab World's Agenda; U.S.-allied governments face a dilemma navigating public anger with Israel and their ties to Washington","israel-hamas war put palestinian back arab world's agendum u.s ally government face dilemma navigate public anger israel tie washington","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel-Iran Conflict Threatens to Spill Into Open Warfare; Tehran vows to respond to attack that killed top military officials","israel-iran conflict threaten spill open warfare tehran vow respond attack kill top military official","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel-Iran Confrontation Forces Gulf Powers to Choose Sides; Expanding conflict threatens delicate regional balance","israel-iran confrontation force gulf power choose side expand conflict threaten delicate regional balance","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel Accuses Freelance Photographers of Advance Knowledge of Oct. 7 Attack","israel accuse freelance photographer advance knowledge oct attack","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Agrees to Open Erez Crossing for Gaza Aid After Biden Pressure","israel agree open erez cross gaza aid biden pressure","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Israel Allows Aid Directly Into North Gaza, Raising Hopes for More","israel allow aid directly north gaza raise hope","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel and Hamas Agreed to Extend Their Truce, Qatar Says","israel hamas agree extend truce qatar say","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","Israel and Hamas Battle for a City in Gaza, Sparking Another Exodus","israel hamas battle city gaza spark another exodus","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel and the Democrats; RFK Jr. and John Fetterman buck the party by standing up for the Jewish state.","israel democrat rfk jr john fetterman buck party stand jewish state","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Begins Pumping Seawater Into Hamas's Gaza Tunnels; Early effort to flood tunnels is one of several techniques aimed at destroying network that underpins Hamas's operations","israel begin pump seawater hamas's gaza tunnel early effort flood tunnel one several technique aim destroy network underpin hamas's operation","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Cites ‘New Initiatives’ for Gaza Aid, but Progress Has Been Slow","israel cite new initiative gaza aid progress slow","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel Deepens Push Into Gaza City --- Hamas commanders and tunnels are troops' big targets in urban stronghold","israel deepen push gaza city hamas commander tunnel troop big target urban stronghold","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel Divestment Is a Legal Risk for College Trustees; If they give in to protesters' demands, they're likely violating fiduciary duty and exposing themselves to personal liability.","israel divestment legal risk college trustee give protester demand likely violate fiduciary duty expose personal liability","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Divided Over War's Top Priority","israel divide war's top priority","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel Dominates Battlefield With Technological Advantage Over Hamas; Sprawling nerve center receives thousands of data points from drones, jet fighters, naval ships, tanks and soldiers to coordinate troops and weapons","israel dominate battlefield technological advantage hamas sprawl nerve center receive thousand datum point drone jet fighter naval ship tank soldier coordinate troop weapon","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Found the Hamas Money Machine Years Ago. Nobody Turned It Off.","israel find hamas money machine year ago nobody turn","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Gauges Retaliatory Strike Following Iran's Aerial Assault","israel gauge retaliatory strike follow iran's aerial assault","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Israel Has History of Friction With U.N. Agency for Palestinians","israel history friction u.n agency palestinian","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Israel Has No Choice but to Fight On","israel choice fight","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Has No Choice but to Strike Back Against Iran; Those urging restraint after Tehran's attack are following the same failed strategy that produced catastrophe on Oct. 7.","israel choice strike back iran urge restraint tehran's attack follow fail strategy produce catastrophe oct","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Hasn’t Offered Evidence Tying Many U.N. Workers to Hamas, Review Says","israel hasn’t offer evidence tie many u.n worker hamas review say","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Israel Helped Organize Convoy That Ended in Disaster","israel help organize convoy end disaster","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel Is in Crisis. These Authors See Reason for Hope.","israel crisis author see reason hope","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Moves Closer to Rafah Invasion as Iran Crisis Wanes; Country's leaders pledge to finish war in Gaza amid mounting international criticism over humanitarian risks","israel move close rafah invasion iran crisis wane country's leader pledge finish war gaza amid mount international criticism humanitarian risk","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Israel Moves to Block Protesters From Preventing Flow of Aid into Gaza","israel move block protester prevent flow aid gaza","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Israel Must Let More Aid Into Gaza, U.K. Tells Israeli Official","israel must let aid gaza u.k tell israeli official","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Israel Orders Evacuation of Packed Gaza Area With 2 Major Hospitals","israel order evacuation pack gaza area major hospital","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Israel Plans Risky Mission to Seize Last Gaza Border It Doesn't Control; A military operation along Gaza's southern border would be tricky, with Egypt on one side and a million displaced Palestinians concentrated on the other","israel plan risky mission seize last gaza border control military operation along gaza's southern border tricky egypt one side million displace palestinian concentrate","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel Presses Fight in Rafah, Biden Vows to Withhold Arms","israel press fight rafah biden vow withhold arm","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel Pushes Deeper Into Rafah, Defying International Opinion","israel push deep rafah defy international opinion","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel Quietly Pushed for Egypt to Admit Large Numbers of Gazans","israel quietly push egypt admit large number gazans","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Raises Concerns About Possible ICC Arrest Warrants; Western countries express unease to court about timing of any action against Israeli officials, European diplomats say","israel raise concern possible icc arrest warrant western country express unease court time action israeli official european diplomat say","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel Rebuffs Calls for Palestinian Authority to Rule Gaza; U.S. officials advocate a role for the Palestinian body in governing after Hamas, a proposal Netanyahu rejects","israel rebuff call palestinian authority rule gaza u.s official advocate role palestinian body govern hamas proposal netanyahu reject","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Relies on Combat Dogs in Gaza Strip","israel rely combat dog gaza strip","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israel Reopens a Gaza Crossing Critical for Humanitarian Aid","israel reopen gaza cross critical humanitarian aid","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israel Responds to Move to Recognize Palestinian State by Withholding Funds","israel respond move recognize palestinian state withhold fund","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israel Reverses Move to Confiscate AP Equipment That Offered Live Feed of Gaza; Communications ministry seized camera but changed course amid criticism from Bid en administration, journalists and rights groups","israel reverse move confiscate ap equipment offer live fee gaza communication ministry seize camera change course amid criticism bid en administration journalist right group","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Says It Has Killed Half of Hamas's Battalion Commanders; Attacks in southern Gaza threaten to push thousa nds toward Egyptian border","israel say kill half hamas's battalion commander attack southern gaza threaten push thousa nds toward egyptian border","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Says Its Forces ‘Fired Precisely’ During Aid Convoy Chaos","israel say force fire precisely aid convoy chaos","The New York Times","Israel Conflict"
2023-12-01,"Dec 2023","Israel Says Its Soldiers Killed Israeli Hostages as They Held Up White Flag; Military calls the deaths 'tragic,' while officials meet with Qataris to discuss remaining hostages","israel say soldier kill israeli hostage hold white flag military call death tragic official meet qataris discuss remain hostage","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel Says Targeted Operation Conducted Inside Gaza's Largest Hospital; U.S. backs Israeli assertions that Palestinian militants are operating from enclave's hospitals","israel say target operation conduct inside gaza's large hospital u.s back israeli assertion palestinian militant operate enclave's hospital","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Scrambles GPS Signals as Country Girds for Potential Retaliation From Iran; Move causes confusion in Tel Aviv as Tehran warns of response to strike on diplomatic building in Syria","israel scramble gp signal country gird potential retaliation iran move cause confusion tel aviv tehran warn response strike diplomatic build syria","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Seeks To Foster Alternative To Hamas","israel seek foster alternative hamas","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel Sees Military Control Over Gaza After War --- Netanyahu plans for an indefinite period of security duties; U.S. raises concerns","israel see military control gaza war netanyahu plan indefinite period security duty u.s raise concern","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Sees Vindication in U.N.’s Report, but Tensions Between Them Rise","israel see vindication u.n report tension rise","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israel Seizes Border Crossing Amid Revived Cease-Fire Talks","israel seize border cross amid revive cease-fire talk","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Sending Delegation to Washington to Discuss U.S. Concerns Over Rafah Invasion; U.S. worries that a full-scale operation to dislodge Hamas could worsen Gaza humanitarian crisis","israel send delegation washington discuss u.s concern rafah invasion u.s worry full-scale operation dislodge hamas worsen gaza humanitarian crisis","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel Sending More Troops to Rafah Amid Warnings of Famine in Gaza","israel send troop rafah amid warning famine gaza","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Israel Set Out to Destroy Hamas and Free Hostages<U+2014>but Worries It Can't Do Both; Many see the war's two objectives as irreconcilable, upsetting unity and threatening to collapse the government","israel set destroy hamas free hostage 2014 worry many see war's two objective irreconcilable upset unity threaten collapse government","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Shouldn't 'Take the Win' Against Iran; It would be political suicide for Benjamin Netanyahu to follow Joe Biden's advice.","israel take win iran political suicide benjamin netanyahu follow joe biden's advice","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Signaled That It Would Retaliate Against Iran","israel signal retaliate iran","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Softened Its Demands in Cease-Fire Negotiations","israel soften demand cease-fire negotiation","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel Steps Up Arrests in the West Bank in Wake of Hamas Attacks; Drone attacks, aerial assaults also being employed more frequently in the occupied Palestinian territory","israel step arrest west bank wake hamas attack drone attack aerial assault also employ frequently occupy palestinian territory","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Steps Up Attacks in Southern Gaza as Negotiations Stumble; Hundreds of Israeli airstrikes hit the Gaza Strip in what could be the start of the war's next phase","israel step attack southern gaza negotiation stumble hundred israeli airstrike hit gaza strip start war's next phase","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel Strikes Targets in Rafah, Calling Hamas Plan Deficient","israel strike target rafah call hamas plan deficient","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Takes Responsibility. Who Else Does? All war is hell. Not all who wage it admit their mistakes.","israel take responsibility else war hell wage admit mistake","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Takes the E Out of DEI; Jews and Arabs alike reject the ideology sweeping the West.","israel take dei jew arab alike reject ideology sweep west","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel to Add Gaza Aid Routes as Biden Hinges Support on Civilian Protection","israel add gaza aid route biden hinge support civilian protection","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel to Allow Limited Delivery of Fuel Into Gaza; U.S. had requested deliveries to help ease humanitarian crisis","israel allow limit delivery fuel gaza u.s request delivery help ease humanitarian crisis","Wall_Street_News","Israel Conflict"
